Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the�Terms and Conditions�of the Cboe Websites.,,,,
Index P/C Ratios,,,,
Trade_date,Call,Put,Total,P/C Ratio
1/13/2009,1092216,985153,2077369,0.9
1/14/2009,1179584,1596346,2775930,1.35
1/15/2009,1355267,1899634,3254901,1.4
1/16/2009,1028371,1249681,2278052,1.22
1/20/2009,935881,1008971,1944852,1.08
1/21/2009,881912,1014576,1896488,1.15
1/22/2009,680025,784185,1464210,1.15
1/23/2009,784362,776608,1560970,0.99
1/26/2009,696872,691177,1388049,0.99
1/27/2009,584496,566040,1150536,0.97
1/28/2009,1113150,1086586,2199736,0.98
1/29/2009,713876,777949,1491825,1.09
1/30/2009,695597,900258,1595855,1.29
2/2/2009,654312,630804,1285116,0.96
2/3/2009,805850,773532,1579382,0.96
2/4/2009,687442,817360,1504802,1.19
2/5/2009,893304,709879,1603183,0.79
2/6/2009,1207814,1053313,2261127,0.87
2/9/2009,691866,567113,1258979,0.82
2/10/2009,1111359,1152967,2264326,1.04
2/11/2009,611172,747420,1358592,1.22
2/12/2009,975021,907911,1882932,0.93
2/13/2009,711776,792996,1504772,1.11
2/17/2009,1086855,1244735,2331590,1.15
2/18/2009,1022010,1584832,2606842,1.55
2/19/2009,1057149,1497407,2554556,1.42
2/20/2009,1222828,1854378,3077206,1.52
2/23/2009,925337,1095037,2020374,1.18
2/24/2009,894144,912481,1806625,1.02
2/25/2009,868637,1008534,1877171,1.16
2/26/2009,777381,573279,1350660,0.74
2/27/2009,768384,1125463,1893847,1.46
3/2/2009,1165741,1535982,2701723,1.32
3/3/2009,1014833,1196429,2211262,1.18
3/4/2009,1027988,1151280,2179268,1.12
3/5/2009,1223806,1414202,2638008,1.16
3/6/2009,1288948,1212192,2501140,0.94
3/9/2009,1139924,1022308,2162232,0.9
3/10/2009,1300054,1222346,2522400,0.94
3/11/2009,1012021,903676,1915697,0.89
3/12/2009,1368624,1130148,2498772,0.83
3/13/2009,978984,863941,1842925,0.88
3/16/2009,1301883,1228967,2530850,0.94
3/17/2009,1513443,1361321,2874764,0.9
3/18/2009,1819624,1473317,3292941,0.81
3/19/2009,1381253,1563079,2944332,1.13
3/20/2009,1186367,1396933,2583300,1.18
3/23/2009,1204838,1229261,2434099,1.02
3/24/2009,899846,919882,1819728,1.02
3/25/2009,811427,1036773,1848200,1.28
3/26/2009,715112,1017273,1732385,1.42
3/27/2009,637637,772285,1409922,1.21
3/30/2009,660253,1167247,1827500,1.77
3/31/2009,655919,732957,1388876,1.12
4/1/2009,772910,971191,1744101,1.26
4/2/2009,1421907,1199207,2621114,0.84
4/3/2009,804926,901431,1706357,1.12
4/6/2009,612230,927943,1540173,1.52
4/7/2009,747573,940370,1687943,1.26
4/8/2009,540530,750652,1291182,1.39
4/9/2009,1069137,1413704,2482841,1.32
4/13/2009,931023,1012019,1943042,1.09
4/14/2009,977674,1228352,2206026,1.26
4/15/2009,899658,1444340,2343998,1.61
4/16/2009,1325622,1385429,2711051,1.05
4/17/2009,1076583,1241436,2318019,1.15
4/20/2009,932806,1127413,2060219,1.21
4/21/2009,836278,1023726,1860004,1.22
4/22/2009,905551,976822,1882373,1.08
4/23/2009,641385,850612,1491997,1.33
4/24/2009,822016,1017536,1839552,1.24
4/27/2009,635230,800613,1435843,1.26
4/28/2009,463663,644066,1107729,1.39
4/29/2009,836181,839159,1675340,1
4/30/2009,669559,1119647,1789206,1.67
5/1/2009,562027,782410,1344437,1.39
5/4/2009,779746,974431,1754177,1.25
5/5/2009,972355,786429,1758784,0.81
5/6/2009,1134340,1364784,2499124,1.2
5/7/2009,1172255,1352930,2525185,1.15
5/8/2009,991276,1452928,2444204,1.47
5/11/2009,843233,1296150,2139383,1.54
5/12/2009,952825,1221614,2174439,1.28
5/13/2009,1136004,1474682,2610686,1.3
5/14/2009,1336348,1646832,2983180,1.23
5/15/2009,1024719,1151500,2176219,1.12
5/18/2009,740195,952800,1692995,1.29
5/19/2009,874520,1020738,1895258,1.17
5/20/2009,1054232,1324524,2378756,1.26
5/21/2009,901963,1206001,2107964,1.34
5/22/2009,548227,671017,1219244,1.22
5/26/2009,661192,752114,1413306,1.14
5/27/2009,808156,899177,1707333,1.11
5/28/2009,719460,806542,1526002,1.12
5/29/2009,615904,729814,1345718,1.18
6/1/2009,1100142,1284522,2384664,1.17
6/2/2009,753275,929576,1682851,1.23
6/3/2009,730441,984842,1715283,1.35
6/4/2009,599154,903155,1502309,1.51
6/5/2009,751108,903343,1654451,1.2
6/8/2009,592784,773525,1366309,1.3
6/9/2009,640890,832478,1473368,1.3
6/10/2009,851931,954703,1806634,1.12
6/11/2009,916848,1087654,2004502,1.19
6/12/2009,724338,917447,1641785,1.27
6/15/2009,995572,1154327,2149899,1.16
6/16/2009,1094719,1418117,2512836,1.3
6/17/2009,980672,1560380,2541052,1.59
6/18/2009,1029940,1232984,2262924,1.2
6/19/2009,1038884,1312788,2351672,1.26
6/22/2009,783868,1038670,1822538,1.33
6/23/2009,648062,930418,1578480,1.44
6/24/2009,667345,846294,1513639,1.27
6/25/2009,822884,907543,1730427,1.1
6/26/2009,642478,638577,1281055,0.99
6/29/2009,720659,616752,1337411,0.86
6/30/2009,773641,1074506,1848147,1.39
7/1/2009,817906,710928,1528834,0.87
7/2/2009,686103,1075870,1761973,1.57
7/6/2009,698114,774469,1472583,1.11
7/7/2009,849121,1041712,1890833,1.23
7/8/2009,1075641,1340671,2416312,1.25
7/9/2009,643079,970308,1613387,1.51
7/10/2009,712380,1085057,1797437,1.52
7/13/2009,1086414,1103771,2190185,1.02
7/14/2009,970915,863241,1834156,0.89
7/15/2009,1548969,1588004,3136973,1.03
7/16/2009,1332150,1318950,2651100,0.99
7/17/2009,892227,1064820,1957047,1.19
7/20/2009,849900,809757,1659657,0.95
7/21/2009,539243,719180,1258423,1.33
7/22/2009,664635,1093224,1757859,1.64
7/23/2009,1064601,1355283,2419884,1.27
7/24/2009,608133,755103,1363236,1.24
7/27/2009,540135,760569,1300704,1.41
7/28/2009,696712,840241,1536953,1.21
7/29/2009,708426,1094580,1803006,1.55
7/30/2009,971756,1006000,1977756,1.04
7/31/2009,559900,731440,1291340,1.31
8/3/2009,760399,816302,1576701,1.07
8/4/2009,759241,984556,1743797,1.3
8/5/2009,661071,956148,1617219,1.45
8/6/2009,676392,1018950,1695342,1.51
8/7/2009,832479,1132060,1964539,1.36
8/10/2009,529552,677870,1207422,1.28
8/11/2009,734504,770225,1504729,1.05
8/12/2009,731915,1170295,1902210,1.6
8/13/2009,749226,1011137,1760363,1.35
8/14/2009,746667,1191599,1938266,1.6
8/17/2009,999640,1391837,2391477,1.39
8/18/2009,825426,1179297,2004723,1.43
8/19/2009,930335,1454681,2385016,1.56
8/20/2009,1163520,1228413,2391933,1.06
8/21/2009,1244524,1238177,2482701,0.99
8/24/2009,672221,877993,1550214,1.31
8/25/2009,780988,950585,1731573,1.22
8/26/2009,494105,1030503,1524608,2.09
8/27/2009,729257,964438,1693695,1.32
8/28/2009,678548,859977,1538525,1.27
8/31/2009,562172,834730,1396902,1.48
9/1/2009,1213437,1583317,2796754,1.3
9/2/2009,877673,1151479,2029152,1.31
9/3/2009,802687,1216944,2019631,1.52
9/4/2009,740478,1048962,1789440,1.42
9/8/2009,754263,928656,1682919,1.23
9/9/2009,1080397,1408969,2489366,1.3
9/10/2009,901584,1252875,2154459,1.39
9/11/2009,1092015,1394200,2486215,1.28
9/14/2009,774626,1043615,1818241,1.35
9/15/2009,983453,1185534,2168987,1.21
9/16/2009,1644207,1666469,3310676,1.01
9/17/2009,1346852,1746278,3093130,1.3
9/18/2009,827125,1320536,2147661,1.6
9/21/2009,814080,773912,1587992,0.95
9/22/2009,571290,784638,1355928,1.37
9/23/2009,652084,1178595,1830679,1.81
9/24/2009,825443,1211367,2036810,1.47
9/25/2009,688751,1158401,1847152,1.68
9/28/2009,350530,738393,1088923,2.11
9/29/2009,585740,789426,1375166,1.35
9/30/2009,664519,1289269,1953788,1.94
10/1/2009,1117670,1416949,2534619,1.27
10/2/2009,839815,1347560,2187375,1.6
10/5/2009,617994,811575,1429569,1.31
10/6/2009,713125,1088474,1801599,1.53
10/7/2009,600051,833775,1433826,1.39
10/8/2009,909034,1032380,1941414,1.14
10/9/2009,543845,782167,1326012,1.44
10/12/2009,697247,944441,1641688,1.35
10/13/2009,743239,988598,1731837,1.33
10/14/2009,1343580,1441153,2784733,1.07
10/15/2009,1149637,1298090,2447727,1.13
10/16/2009,966874,1273124,2239998,1.32
10/19/2009,615117,1071398,1686515,1.74
10/20/2009,620099,920400,1540499,1.48
10/21/2009,665964,1374357,2040321,2.06
10/22/2009,851984,994767,1846751,1.17
10/23/2009,713577,908648,1622225,1.27
10/26/2009,745407,1021570,1766977,1.37
10/27/2009,664116,1218545,1882661,1.83
10/28/2009,972067,1772284,2744351,1.82
10/29/2009,815042,1121727,1936769,1.38
10/30/2009,1082630,1924268,3006898,1.78
11/2/2009,1178655,1607008,2785663,1.36
11/3/2009,729462,1020511,1749973,1.4
11/4/2009,980255,1126210,2106465,1.15
11/5/2009,781898,981894,1763792,1.26
11/6/2009,841830,1354599,2196429,1.61
11/9/2009,919494,1333461,2252955,1.45
11/10/2009,722836,915184,1638020,1.27
11/11/2009,884480,1321789,2206269,1.49
11/12/2009,1015387,1160994,2176381,1.14
11/13/2009,639372,1078786,1718158,1.69
11/16/2009,1119716,1373632,2493348,1.23
11/17/2009,700743,951941,1652684,1.36
11/18/2009,1005857,1254395,2260252,1.25
11/19/2009,1225470,1595923,2821393,1.3
11/20/2009,943448,1288163,2231611,1.37
11/23/2009,949083,886744,1835827,0.93
11/24/2009,598387,805840,1404227,1.35
11/25/2009,645344,786262,1431606,1.22
11/27/2009,542454,903973,1446427,1.67
11/30/2009,732012,1008097,1740109,1.38
12/1/2009,785048,1071592,1856640,1.37
12/2/2009,611281,1016093,1627374,1.66
12/3/2009,1412115,1021800,2433915,0.72
12/4/2009,1076841,1346816,2423657,1.25
12/7/2009,533086,763766,1296852,1.43
12/8/2009,941917,1233227,2175144,1.31
12/9/2009,794922,1242098,2037020,1.56
12/10/2009,826143,1129124,1955267,1.37
12/11/2009,748816,1030847,1779663,1.38
12/14/2009,772426,1062195,1834621,1.38
12/15/2009,983168,1078073,2061241,1.1
12/16/2009,1218546,1475764,2694310,1.21
12/17/2009,1532167,1803209,3335376,1.18
12/18/2009,1040603,1531114,2571717,1.47
12/21/2009,1195435,889181,2084616,0.74
12/22/2009,1578886,892414,2471300,0.57
12/23/2009,614632,774050,1388682,1.26
12/24/2009,278862,337371,616233,1.21
12/28/2009,508673,660006,1168679,1.3
12/29/2009,547977,775973,1323950,1.42
12/30/2009,688644,679417,1368061,0.99
12/31/2009,544900,752905,1297805,1.38
1/4/2010,777820,832810,1610630,1.07
1/5/2010,818054,893042,1711096,1.09
1/6/2010,782597,882035,1664632,1.13
1/7/2010,744223,990366,1734589,1.33
1/8/2010,936314,919639,1855953,0.98
1/11/2010,991349,1050191,2041540,1.06
1/12/2010,1025020,1234383,2259403,1.2
1/13/2010,1214495,1394825,2609320,1.15
1/14/2010,941612,1127715,2069327,1.2
1/15/2010,1069365,1399131,2468496,1.31
1/19/2010,1061119,1076633,2137752,1.01
1/20/2010,917493,1205206,2122699,1.31
1/21/2010,1085829,1419460,2505289,1.31
1/22/2010,1410449,2057868,3468317,1.46
1/25/2010,805798,1238000,2043798,1.54
1/26/2010,867900,1030019,1897919,1.19
1/27/2010,1065253,1357996,2423249,1.27
1/28/2010,975090,979978,1955068,1.01
1/29/2010,786055,1168477,1954532,1.49
2/1/2010,1101447,1007624,2109071,0.91
2/2/2010,800322,1086923,1887245,1.36
2/3/2010,715715,828046,1543761,1.16
2/4/2010,1079179,1550231,2629410,1.44
2/5/2010,1334962,2203490,3538452,1.65
2/8/2010,733475,990819,1724294,1.35
2/9/2010,916785,1218722,2135507,1.33
2/10/2010,725982,975867,1701849,1.34
2/11/2010,1068320,1051493,2119813,0.98
2/12/2010,790904,1019307,1810211,1.29
2/16/2010,1037205,1257976,2295181,1.21
2/17/2010,1307780,1665784,2973564,1.27
2/18/2010,1527273,1400871,2928144,0.92
2/19/2010,1170739,1293761,2464500,1.11
2/22/2010,834083,986320,1820403,1.18
2/23/2010,811162,1190541,2001703,1.47
2/24/2010,640041,774809,1414850,1.21
2/25/2010,835952,1085146,1921098,1.3
2/26/2010,726659,829058,1555717,1.14
3/1/2010,876198,1274884,2151082,1.46
3/2/2010,973706,1066179,2039885,1.09
3/3/2010,846135,1018012,1864147,1.2
3/4/2010,766814,1190658,1957472,1.55
3/5/2010,1194517,1458566,2653083,1.22
3/8/2010,607409,1114019,1721428,1.83
3/9/2010,1065137,1202749,2267886,1.13
3/10/2010,1005370,1442556,2447926,1.43
3/11/2010,811734,1362661,2174395,1.68
3/12/2010,763350,1183894,1947244,1.55
3/15/2010,770648,900599,1671247,1.17
3/16/2010,1045182,1205711,2250893,1.15
3/17/2010,1539463,2021131,3560594,1.31
3/18/2010,1264829,1317657,2582486,1.04
3/19/2010,800951,1446588,2247539,1.81
3/22/2010,637907,1131644,1769551,1.77
3/23/2010,710152,849124,1559276,1.2
3/24/2010,565414,941183,1506597,1.66
3/25/2010,808385,1340122,2148507,1.66
3/26/2010,578905,926897,1505802,1.6
3/29/2010,440391,701110,1141501,1.59
3/30/2010,514182,815170,1329352,1.59
3/31/2010,536776,893723,1430499,1.66
4/1/2010,689876,1070199,1760075,1.55
4/5/2010,619414,962473,1581887,1.55
4/6/2010,891761,1149095,2040856,1.29
4/7/2010,849364,1404271,2253635,1.65
4/8/2010,658171,1010100,1668271,1.53
4/9/2010,1067074,1133177,2200251,1.06
4/12/2010,786173,1055860,1842033,1.34
4/13/2010,1106939,1243374,2350313,1.12
4/14/2010,1270625,1409682,2680307,1.11
4/15/2010,1448718,2013084,3461802,1.39
4/16/2010,1386458,2204707,3591165,1.59
4/19/2010,1096164,1823716,2919880,1.66
4/20/2010,646518,1287513,1934031,1.99
4/21/2010,717943,1369714,2087657,1.91
4/22/2010,979955,1187955,2167910,1.21
4/23/2010,752229,933332,1685561,1.24
4/26/2010,625844,917444,1543288,1.47
4/27/2010,1050353,1567048,2617401,1.49
4/28/2010,818036,1197781,2015817,1.46
4/29/2010,888782,1043396,1932178,1.17
4/30/2010,760093,1560964,2321057,2.05
5/3/2010,622329,906128,1528457,1.46
5/4/2010,1420475,1999353,3419828,1.41
5/5/2010,1340818,2355144,3695962,1.76
5/6/2010,2255990,3202069,5458059,1.42
5/7/2010,2012500,3393074,5405574,1.69
5/10/2010,1459291,2140912,3600203,1.47
5/11/2010,1094339,1765485,2859824,1.61
5/12/2010,1064753,1508262,2573015,1.42
5/13/2010,996801,1294861,2291662,1.3
5/14/2010,1513136,2353327,3866463,1.56
5/17/2010,1213497,1729202,2942699,1.42
5/18/2010,1373496,1933298,3306794,1.41
5/19/2010,1545958,2985075,4531033,1.93
5/20/2010,1985693,4097780,6083473,2.06
5/21/2010,1632849,3098259,4731108,1.9
5/24/2010,974644,1274779,2249423,1.31
5/25/2010,1248177,2062316,3310493,1.65
5/26/2010,950666,1775516,2726182,1.87
5/27/2010,859401,1554697,2414098,1.81
5/28/2010,760208,1485679,2245887,1.95
6/1/2010,665722,878748,1544470,1.32
6/2/2010,792489,1016749,1809238,1.28
6/3/2010,721989,1315838,2037827,1.82
6/4/2010,973991,1385573,2359564,1.42
6/7/2010,929058,1309719,2238777,1.41
6/8/2010,1147102,1846720,2993822,1.61
6/9/2010,822274,1309825,2132099,1.59
6/10/2010,967392,1382865,2350257,1.43
6/11/2010,761336,1145800,1907136,1.5
6/14/2010,710824,1378725,2089549,1.94
6/15/2010,954159,1210929,2165088,1.27
6/16/2010,1083811,1351537,2435348,1.25
6/17/2010,973598,1127479,2101077,1.16
6/18/2010,861385,1105974,1967359,1.28
6/21/2010,720339,1186206,1906545,1.65
6/22/2010,689781,1120952,1810733,1.63
6/23/2010,579874,986498,1566372,1.7
6/24/2010,789069,1296717,2085786,1.64
6/25/2010,600256,777142,1377398,1.29
6/28/2010,496350,472243,968593,0.95
6/29/2010,1088865,1565510,2654375,1.44
6/30/2010,748801,1254376,2003177,1.68
7/1/2010,1100970,2018157,3119127,1.83
7/2/2010,629683,812515,1442198,1.29
7/6/2010,712743,1274833,1987576,1.79
7/7/2010,811068,1088944,1900012,1.34
7/8/2010,693479,781524,1475003,1.13
7/9/2010,786807,923054,1709861,1.17
7/12/2010,609484,990399,1599883,1.62
7/13/2010,1028197,1369744,2397941,1.33
7/14/2010,957107,1332267,2289374,1.39
7/15/2010,903465,1137578,2041043,1.26
7/16/2010,792632,1375590,2168222,1.74
7/19/2010,637219,729567,1366786,1.14
7/20/2010,688991,1057821,1746812,1.54
7/21/2010,546674,970829,1517503,1.78
7/22/2010,785966,1042875,1828841,1.33
7/23/2010,564010,768272,1332282,1.36
7/26/2010,598426,1063694,1662120,1.78
7/27/2010,536477,821772,1358249,1.53
7/28/2010,440721,655008,1095729,1.49
7/29/2010,501357,850371,1351728,1.7
7/30/2010,559187,604757,1163944,1.08
8/2/2010,615004,995111,1610115,1.62
8/3/2010,481422,682019,1163441,1.42
8/4/2010,498141,703054,1201195,1.41
8/5/2010,415005,737682,1152687,1.78
8/6/2010,629314,932120,1561434,1.48
8/9/2010,518736,619902,1138638,1.2
8/10/2010,636576,1000749,1637325,1.57
8/11/2010,921675,1333359,2255034,1.45
8/12/2010,731023,1150127,1881150,1.57
8/13/2010,525772,785310,1311082,1.49
8/16/2010,707346,808090,1515436,1.14
8/17/2010,742241,1142544,1884785,1.54
8/18/2010,835154,1581193,2416347,1.89
8/19/2010,1076511,1313170,2389681,1.22
8/20/2010,907633,1367953,2275586,1.51
8/23/2010,571890,898210,1470100,1.57
8/24/2010,786580,978881,1765461,1.24
8/25/2010,734491,1176238,1910729,1.6
8/26/2010,729060,816577,1545637,1.12
8/27/2010,864799,925128,1789927,1.07
8/30/2010,442033,711453,1153486,1.61
8/31/2010,603668,693532,1297200,1.15
9/1/2010,944892,1170530,2115422,1.24
9/2/2010,618218,900708,1518926,1.46
9/3/2010,875869,1218922,2094791,1.39
9/7/2010,506451,1251796,1758247,2.47
9/8/2010,706446,1068138,1774584,1.51
9/9/2010,641920,1103304,1745224,1.72
9/10/2010,697386,1343069,2040455,1.93
9/13/2010,1009258,1236749,2246007,1.23
9/14/2010,868185,1157762,2025947,1.33
9/15/2010,1116585,1534614,2651199,1.37
9/16/2010,1261093,1324387,2585480,1.05
9/17/2010,782804,1178868,1961672,1.51
9/20/2010,717319,1045143,1762462,1.46
9/21/2010,693196,1119589,1812785,1.62
9/22/2010,684198,881985,1566183,1.29
9/23/2010,564711,858403,1423114,1.52
9/24/2010,659161,886018,1545179,1.34
9/27/2010,488494,662027,1150521,1.36
9/28/2010,524286,979967,1504253,1.87
9/29/2010,632314,755066,1387380,1.19
9/30/2010,816714,1021032,1837746,1.25
10/1/2010,812729,918572,1731301,1.13
10/4/2010,618643,688260,1306903,1.11
10/5/2010,1044303,1379692,2423995,1.32
10/6/2010,729671,951504,1681175,1.3
10/7/2010,724321,1223686,1948007,1.69
10/8/2010,799643,998747,1798390,1.25
10/11/2010,774819,925370,1700189,1.19
10/12/2010,803904,1669311,2473215,2.08
10/13/2010,1605061,1722609,3327670,1.07
10/14/2010,1200051,1457444,2657495,1.21
10/15/2010,1051719,1319412,2371131,1.25
10/18/2010,652705,999601,1652306,1.53
10/19/2010,816658,1076237,1892895,1.32
10/20/2010,811904,1266307,2078211,1.56
10/21/2010,837049,1077365,1914414,1.29
10/22/2010,683363,767017,1450380,1.12
10/25/2010,642201,929741,1571942,1.45
10/26/2010,523318,889677,1412995,1.7
10/27/2010,617406,804737,1422143,1.3
10/28/2010,621522,885247,1506769,1.42
10/29/2010,659513,1015129,1674642,1.54
11/1/2010,641017,846459,1487476,1.32
11/2/2010,770696,887427,1658123,1.15
11/3/2010,817507,1243955,2061462,1.52
11/4/2010,1640027,1867321,3507348,1.14
11/5/2010,1073660,1297455,2371115,1.21
11/8/2010,657534,693083,1350617,1.05
11/9/2010,896432,1200708,2097140,1.34
11/10/2010,836356,911613,1747969,1.09
11/11/2010,704271,818591,1522862,1.16
11/12/2010,1025029,1579925,2604954,1.54
11/15/2010,741157,890081,1631238,1.2
11/16/2010,1375336,1750343,3125679,1.27
11/17/2010,1006105,1351181,2357286,1.34
11/18/2010,1161754,1407731,2569485,1.21
11/19/2010,1346311,1041630,2387941,0.77
11/22/2010,712050,861241,1573291,1.21
11/23/2010,715753,921807,1637560,1.29
11/24/2010,633034,1203383,1836417,1.9
11/26/2010,426143,444939,871082,1.04
11/29/2010,622839,876006,1498845,1.41
11/30/2010,729307,980947,1710254,1.35
12/1/2010,784170,1113894,1898064,1.42
12/2/2010,972685,1069884,2042569,1.1
12/3/2010,845208,974644,1819852,1.15
12/6/2010,741230,820889,1562119,1.11
12/7/2010,1027438,1266334,2293772,1.23
12/8/2010,719272,873247,1592519,1.21
12/9/2010,810898,1023114,1834012,1.26
12/10/2010,870369,1181551,2051920,1.36
12/13/2010,952998,941389,1894387,0.99
12/14/2010,991859,1438288,2430147,1.45
12/15/2010,1075966,892739,1968705,0.83
12/16/2010,1160120,1600440,2760560,1.38
12/17/2010,1003935,1213591,2217526,1.21
12/20/2010,775131,837438,1612569,1.08
12/21/2010,622442,710895,1333337,1.14
12/22/2010,729557,1007221,1736778,1.38
12/23/2010,430814,678816,1109630,1.58
12/27/2010,304374,393457,697831,1.29
12/28/2010,354916,479767,834683,1.35
12/29/2010,369420,494244,863664,1.34
12/30/2010,637421,618593,1256014,0.97
12/31/2010,403820,568744,972564,1.41
1/3/2011,981037,1087569,2068606,1.11
1/4/2011,886527,921724,1808251,1.04
1/5/2011,906593,991802,1898395,1.09
1/6/2011,885140,1140528,2025668,1.29
1/7/2011,757063,1404669,2161732,1.86
1/10/2011,698502,865141,1563643,1.24
1/11/2011,757971,1084357,1842328,1.43
1/12/2011,1024945,1462466,2487411,1.43
1/13/2011,884217,1031002,1915219,1.17
1/14/2011,1068806,1128051,2196857,1.06
1/18/2011,1091763,1366779,2458542,1.25
1/19/2011,1388756,1898914,3287670,1.37
1/20/2011,1144636,1550232,2694868,1.35
1/21/2011,950693,1295545,2246238,1.36
1/24/2011,628988,845667,1474655,1.34
1/25/2011,666352,1096251,1762603,1.65
1/26/2011,778096,1210846,1988942,1.56
1/27/2011,685645,1381865,2067510,2.02
1/28/2011,1183388,1911160,3094548,1.61
1/31/2011,693862,1195595,1889457,1.72
2/1/2011,1177659,1441828,2619487,1.22
2/2/2011,531845,852391,1384236,1.6
2/3/2011,701369,1018871,1720240,1.45
2/4/2011,845401,1043750,1889151,1.23
2/7/2011,859929,1238159,2098088,1.44
2/8/2011,703321,989321,1692642,1.41
2/9/2011,863709,1240702,2104411,1.44
2/10/2011,871836,1035179,1907015,1.19
2/11/2011,949944,1241170,2191114,1.31
2/14/2011,676554,1132191,1808745,1.67
2/15/2011,926475,1175659,2102134,1.27
2/16/2011,1184909,1661202,2846111,1.4
2/17/2011,1169200,1229350,2398550,1.05
2/18/2011,1083173,1547184,2630357,1.43
2/22/2011,1098766,1548668,2647434,1.41
2/23/2011,1432488,1784770,3217258,1.25
2/24/2011,1062309,1411307,2473616,1.33
2/25/2011,825533,1099337,1924870,1.33
2/28/2011,686400,930167,1616567,1.36
3/1/2011,841656,1178069,2019725,1.4
3/2/2011,964538,1044348,2008886,1.08
3/3/2011,914017,1185943,2099960,1.3
3/4/2011,1162410,1221087,2383497,1.05
3/7/2011,963513,1178521,2142034,1.22
3/8/2011,871044,1190512,2061556,1.37
3/9/2011,817277,970126,1787403,1.19
3/10/2011,1444137,1942106,3386243,1.34
3/11/2011,1069523,1592218,2661741,1.49
3/14/2011,1240096,1458707,2698803,1.18
3/15/2011,2165790,2825988,4991778,1.3
3/16/2011,2049571,3021209,5070780,1.47
3/17/2011,1554162,2042714,3596876,1.31
3/18/2011,1212459,1730756,2943215,1.43
3/21/2011,940255,1133602,2073857,1.21
3/22/2011,958962,969949,1928911,1.01
3/23/2011,838420,991745,1830165,1.18
3/24/2011,809448,1157938,1967386,1.43
3/25/2011,1224249,1358885,2583134,1.11
3/28/2011,621293,754425,1375718,1.21
3/29/2011,620551,683325,1303876,1.1
3/30/2011,968814,993806,1962620,1.03
3/31/2011,687577,948975,1636552,1.38
4/1/2011,922696,1326642,2249338,1.44
4/4/2011,543027,1051936,1594963,1.94
4/5/2011,750036,906250,1656286,1.21
4/6/2011,751576,718667,1470243,0.96
4/7/2011,776201,1135496,1911697,1.46
4/8/2011,1068166,1268387,2336553,1.19
4/11/2011,734186,1066564,1800750,1.45
4/12/2011,1046547,1920472,2967019,1.84
4/13/2011,1121490,1149490,2270980,1.02
4/14/2011,1174092,1477963,2652055,1.26
4/15/2011,1142664,1531197,2673861,1.34
4/18/2011,1032427,1203343,2235770,1.17
4/19/2011,801529,1022928,1824457,1.28
4/20/2011,1086017,1754781,2840798,1.62
4/21/2011,912120,1239190,2151310,1.36
4/25/2011,535213,559655,1094868,1.05
4/26/2011,892194,1112716,2004910,1.25
4/27/2011,860541,1098046,1958587,1.28
4/28/2011,1128613,1288072,2416685,1.14
4/29/2011,961899,1308135,2270034,1.36
5/2/2011,794742,1098268,1893010,1.38
5/3/2011,928522,1211678,2140200,1.3
5/4/2011,910627,1299821,2210448,1.43
5/5/2011,1237308,1811820,3049128,1.46
5/6/2011,1144867,1480418,2625285,1.29
5/9/2011,706761,683799,1390560,0.97
5/10/2011,819159,856045,1675204,1.05
5/11/2011,884177,1158594,2042771,1.31
5/12/2011,1032624,1068223,2100847,1.03
5/13/2011,907926,1038747,1946673,1.14
5/16/2011,890254,1221246,2111500,1.37
5/17/2011,1130206,1733626,2863832,1.53
5/18/2011,1183628,1405288,2588916,1.19
5/19/2011,1183019,1416649,2599668,1.2
5/20/2011,1101856,1482604,2584460,1.35
5/23/2011,934736,1321116,2255852,1.41
5/24/2011,738959,792892,1531851,1.07
5/25/2011,689146,764553,1453699,1.11
5/26/2011,798364,991169,1789533,1.24
5/27/2011,942611,847378,1789989,0.9
5/31/2011,1016371,986490,2002861,0.97
6/1/2011,927842,1437607,2365449,1.55
6/2/2011,984238,1336248,2320486,1.36
6/3/2011,884662,1528800,2413462,1.73
6/6/2011,923172,1356438,2279610,1.47
6/7/2011,892960,1249826,2142786,1.4
6/8/2011,1104272,1498492,2602764,1.36
6/9/2011,832272,1104951,1937223,1.33
6/10/2011,1267460,1631023,2898483,1.29
6/13/2011,1026437,1401251,2427688,1.37
6/14/2011,1190075,1556566,2746641,1.31
6/15/2011,1656094,2453951,4110045,1.48
6/16/2011,1950959,2274437,4225396,1.17
6/17/2011,1295944,1644768,2940712,1.27
6/20/2011,749051,990948,1739999,1.32
6/21/2011,1026517,1367920,2394437,1.33
6/22/2011,880224,1028310,1908534,1.17
6/23/2011,1284821,1711674,2996495,1.33
6/24/2011,808531,1131060,1939591,1.4
6/27/2011,973886,1001129,1975015,1.03
6/28/2011,993038,1201381,2194419,1.21
6/29/2011,1048637,1469056,2517693,1.4
6/30/2011,1304693,1596153,2900846,1.22
7/1/2011,1430396,1558129,2988525,1.09
7/5/2011,752302,1261184,2013486,1.68
7/6/2011,680208,970857,1651065,1.43
7/7/2011,1356901,1493114,2850015,1.1
7/8/2011,851978,1271502,2123480,1.49
7/11/2011,1148137,1722568,2870705,1.5
7/12/2011,1057572,1538142,2595714,1.45
7/13/2011,984727,1321088,2305815,1.34
