campaign_id,variant_id,symbol,timeframe,test_run_id,decision,passed,terminal_stage,terminal_status,failure_reason,source_config_path,effective_config_path,output_dir,dataset_id,core_status,core_expected_combinations,core_total_combinations,core_number_passing_benchmark,core_percentage_passing_benchmark,core_profitable_iterations,core_percentage_profitable_iterations,core_apex_rule_violating_iterations,core_top_net_profit,core_top_profit_factor,core_top_mar,core_top_trades_per_year,core_top_total_trades,core_top_failure_reason,limited_monkey_status,wfa_status,wfa_oos_net_profit,wfa_oos_profit_factor,wfa_oos_mar,wfa_oos_trades_per_year,wfa_oos_monte_carlo_status,mc_probability_profit_before_drawdown,mc_probability_account_breach,mc_probability_payout_eligible,fixed_config_core_trade_log
es_prior_session_benchmark_orderflow_reaction,prior_close_midday_large10_reclaim_reversion_1400,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_prior_session_benchmark_orderflow_reaction/rescue_attempts/tp_min_rr_floor_rescue_1/prior_close_midday_large10_reclaim_reversion_1400/config.yaml,backtest-campaigns/es_prior_session_benchmark_orderflow_reaction/prior_close_midday_large10_reclaim_reversion_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_benchmark_orderflow_reaction/prior_close_midday_large10_reclaim_reversion_1400/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-476.25,0.9519546027742749,-0.10075376877690467,71.22667693722123,109,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_session_benchmark_orderflow_reaction/prior_close_midday_large10_reclaim_reversion_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_session_breakout_orderflow_confirmation,first_half_signed_no_buffer_break_two_sided,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.3333333333333333 expected {'min': 0.7},campaigns/es_prior_session_breakout_orderflow_confirmation/rescue_attempts/tp_min_rr_floor_rescue_1/first_half_signed_no_buffer_break_two_sided/config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,24,24,4,0.16666666666666666,8,0.3333333333333333,0,1330.0,1.1748274728885968,0.6803357224014693,54.875965718544286,84,,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_session_flip_retest_orderflow,late_morning_large10_absorbed_two_sided_flip,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_large10_absorbed_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-1744.375,0.9245920242083648,-0.270795595085516,115.62719064002087,177,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_session_level_breakout_continuation,morning_prior_low_breakout_short,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.3148148148148148 expected {'min': 0.7},campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/tp_min_rr_floor_rescue_1/morning_prior_low_breakout_short/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_low_breakout_short/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_low_breakout_short/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,17,0.3148148148148148,0,1133.75,1.2187650747708634,0.5965254132023323,24.17020536673519,37,min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_low_breakout_short/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_value_area_orderflow_acceptance,morning_signed_vah_acceptance_long,ES,5m,tp_min_rr_rescue1,FAIL,False,walk_forward_analysis,failed,walk_forward_analysis failed: summary.early_exit=True expected {'equals': False}; stitched_oos_metrics.profit_factor=1.0097187453983214 expected {'min': 1.2}; stitched_oos_metrics.mar=0.05524115840597269 expected {'min': 0.4},campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/tp_min_rr_floor_rescue_1/morning_signed_vah_acceptance_long/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,passed,54,54,33,0.6111111111111112,42,0.7777777777777778,0,3232.5,1.2485104747261195,1.200971790240586,82.48145221011495,126,,passed,failed,165.0,1.0097187453983214,0.05524115840597269,84.06830143074343,skipped,,,,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_prior_value_area_orderflow_rejection,late_morning_signed_two_sided_rejection,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_prior_value_area_orderflow_rejection/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_signed_two_sided_rejection/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-1477.5,0.7694108466640656,-0.3515253577867192,60.7721399463274,93,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_quarterly_expiration_pressure,monday_prior_roll_week_long_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_quarterly_expiration_pressure/rescue_attempts/tp_min_rr_floor_rescue_1/monday_prior_roll_week_long_1000/config.yaml,backtest-campaigns/es_quarterly_expiration_pressure/monday_prior_roll_week_long_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_quarterly_expiration_pressure/monday_prior_roll_week_long_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,9,9,0,0.0,0,0.0,0,-387.5,0.17553191489361702,-0.8272925375458833,5.017151186083692,5,min_total_net_profit;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_quarterly_expiration_pressure/monday_prior_roll_week_long_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_range_compression_orderflow_breakout,nr4_or30_large10_flow_breakout_1400,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_range_compression_orderflow_breakout/rescue_attempts/tp_min_rr_floor_rescue_1/nr4_or30_large10_flow_breakout_1400/config.yaml,backtest-campaigns/es_range_compression_orderflow_breakout/nr4_or30_large10_flow_breakout_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_range_compression_orderflow_breakout/nr4_or30_large10_flow_breakout_1400/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,0,0.0,0,-1507.5,0.8849016987974805,-0.33805745235915496,69.43454473908021,104,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_range_compression_orderflow_breakout/nr4_or30_large10_flow_breakout_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_realized_jump_variation_premium,positive_jump_reversal_short_1200,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},campaigns/es_realized_jump_variation_premium/rescue_attempts/tp_min_rr_floor_rescue_1/positive_jump_reversal_short_1200/config.yaml,backtest-campaigns/es_realized_jump_variation_premium/positive_jump_reversal_short_1200/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_realized_jump_variation_premium/positive_jump_reversal_short_1200/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,36,36,0,0.0,4,0.1111111111111111,0,2304.375,1.3012254901960785,1.8622085051081547,56.97383494779134,66,preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_realized_jump_variation_premium/positive_jump_reversal_short_1200/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_realized_semivariance_asymmetry,high_goodvol_fade_short_1200,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.4444444444444444 expected {'min': 0.7},campaigns/es_realized_semivariance_asymmetry/rescue_attempts/tp_min_rr_floor_rescue_1/high_goodvol_fade_short_1200/config.yaml,backtest-campaigns/es_realized_semivariance_asymmetry/high_goodvol_fade_short_1200/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_realized_semivariance_asymmetry/high_goodvol_fade_short_1200/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,18,18,5,0.2777777777777778,8,0.4444444444444444,0,2810.0,1.373794479547722,3.373180302887997,133.72474624005008,78,,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_realized_semivariance_asymmetry/high_goodvol_fade_short_1200/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_realized_skewness_reversal,low_1d_skew_open_long_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_realized_skewness_reversal/rescue_attempts/tp_min_rr_floor_rescue_1/low_1d_skew_open_long_1000/config.yaml,backtest-campaigns/es_realized_skewness_reversal/low_1d_skew_open_long_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_realized_skewness_reversal/low_1d_skew_open_long_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,18,18,0,0.0,0,0.0,0,-3112.5,0.7792944513384151,-0.5984216692232412,70.78374057266517,100,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_realized_skewness_reversal/low_1d_skew_open_long_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_rolling_range_orderflow_sweep_reversal,afternoon_signed_24bar_sweep_reclaim_1500,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_rolling_range_orderflow_sweep_reversal/rescue_attempts/tp_min_rr_floor_rescue_1/afternoon_signed_24bar_sweep_reclaim_1500/config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-5941.25,0.5851082402234636,-0.6449756845818734,148.0612866222291,227,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_rolling_range_orderflow_sweep_reversal/afternoon_signed_24bar_sweep_reclaim_1500/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_rolling_stat_envelope_orderflow_reversion/rescue_attempts/tp_min_rr_floor_rescue_1/all_day_1m_signed_30bar_reversion_1530/config.yaml,backtest-campaigns/es_rolling_stat_envelope_orderflow_reversion/all_day_1m_signed_30bar_reversion_1530/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_rolling_stat_envelope_orderflow_reversion/all_day_1m_signed_30bar_reversion_1530/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-9395.0,0.5360493827160494,-0.6543564402772724,243.08504867038465,374,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_rolling_stat_envelope_orderflow_reversion/all_day_1m_signed_30bar_reversion_1530/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,ES,5m,tp_min_rr_rescue1,FAIL,False,walk_forward_analysis,failed,walk_forward_analysis failed: summary.early_exit=True expected {'equals': False}; stitched_oos_metrics.profit_factor=0.5956962025316456 expected {'min': 1.2}; stitched_oos_metrics.mar=-0.9333625893824896 expected {'min': 0.4},campaigns/es_semivariance_orderflow_confirmation/rescue_attempts/tp_min_rr_floor_rescue_1/badvol_signed_multitime_twosided/config.yaml,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_twosided/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_twosided/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,passed,18,18,10,0.5555555555555556,13,0.7222222222222222,0,3612.5,1.2022110271480548,1.2801759948739415,130.18376425728331,185,,passed,failed,-7985.0,0.5956962025316456,-0.9333625893824896,119.29420659306574,skipped,,,,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_twosided/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_session_extreme_delta_divergence,morning_high_delta_divergence_short,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.08333333333333333 expected {'min': 0.7},campaigns/es_session_extreme_delta_divergence/rescue_attempts/tp_min_rr_floor_rescue_1/morning_high_delta_divergence_short/config.yaml,backtest-campaigns/es_session_extreme_delta_divergence/morning_high_delta_divergence_short/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_session_extreme_delta_divergence/morning_high_delta_divergence_short/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,12,12,0,0.0,1,0.08333333333333333,0,615.0,1.025030525030525,0.11056282424900302,111.78525002594911,172,max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_session_extreme_delta_divergence/morning_high_delta_divergence_short/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_session_open_orderflow_reclaim,morning_down_open_reclaim_long,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.037037037037037035 expected {'min': 0.7},campaigns/es_session_open_orderflow_reclaim/rescue_attempts/tp_min_rr_floor_rescue_1/morning_down_open_reclaim_long/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,27,27,0,0.0,1,0.037037037037037035,0,50.0,1.0062034739454093,0.02431209494058879,74.87188247352238,115,max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_signed_orderflow_persistence,midday_30m_signed_flow_continuation_1230,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_signed_orderflow_persistence/rescue_attempts/tp_min_rr_floor_rescue_1/midday_30m_signed_flow_continuation_1230/config.yaml,backtest-campaigns/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,81,81,0,0.0,0,0.0,0,-2367.5,0.8439611138573077,-0.4308472057467216,118.04962612998028,181,min_total_net_profit;max_consecutive_losses,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_signed_orderflow_persistence/midday_30m_signed_flow_continuation_1230/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_spx_0dte_orderflow_continuation,late_morning_large20_flow_continuation_1030,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.07407407407407407 expected {'min': 0.7},campaigns/es_spx_0dte_orderflow_continuation/rescue_attempts/tp_min_rr_floor_rescue_1/late_morning_large20_flow_continuation_1030/config.yaml,backtest-campaigns/es_spx_0dte_orderflow_continuation/late_morning_large20_flow_continuation_1030/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_spx_0dte_orderflow_continuation/late_morning_large20_flow_continuation_1030/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,4,0.07407407407407407,0,502.5,1.058008658008658,0.24047755136976448,68.92102483864659,67,max_best_day_concentration,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_spx_0dte_orderflow_continuation/late_morning_large20_flow_continuation_1030/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1400,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/tp_min_rr_floor_rescue_1/all_0dte_trend_continuation_1400/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,12,12,0,0.0,0,0.0,0,-725.0,0.7366030881017257,-0.42269697872207157,36.313316421337525,35,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_term_structure_lead_lag_feedback,afternoon_confirmed_spread_feedback_1400,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_term_structure_lead_lag_feedback/rescue_attempts/tp_min_rr_floor_rescue_1/afternoon_confirmed_spread_feedback_1400/config.yaml,backtest-campaigns/es_term_structure_lead_lag_feedback/afternoon_confirmed_spread_feedback_1400/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_term_structure_lead_lag_feedback/afternoon_confirmed_spread_feedback_1400/ES/tp_min_rr_rescue1,es_term_structure_lead_lag_1m_20110311_20260316_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-100.0,0.6039603960396039,-0.6153142191219624,4.922488310540916,5,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_term_structure_lead_lag_feedback/afternoon_confirmed_spread_feedback_1400/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_trade_fragmentation_liquidity_reversion,morning_15m_fragmented_up_fade_short,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_trade_fragmentation_liquidity_reversion/rescue_attempts/tp_min_rr_floor_rescue_1/morning_15m_fragmented_up_fade_short/config.yaml,backtest-campaigns/es_trade_fragmentation_liquidity_reversion/morning_15m_fragmented_up_fade_short/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_trade_fragmentation_liquidity_reversion/morning_15m_fragmented_up_fade_short/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,0,0.0,0,0.0,0,-2349.375,0.6975378178307049,-0.5263200770730906,67.06638688232346,103,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_trade_fragmentation_liquidity_reversion/morning_15m_fragmented_up_fade_short/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_trade_size_stealth_orderflow,large20_loose_short_1030,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.09259259259259259 expected {'min': 0.7},campaigns/es_trade_size_stealth_orderflow/rescue_attempts/tp_min_rr_floor_rescue_1/large20_loose_short_1030/config.yaml,backtest-campaigns/es_trade_size_stealth_orderflow/large20_loose_short_1030/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_trade_size_stealth_orderflow/large20_loose_short_1030/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,54,54,2,0.037037037037037035,5,0.09259259259259259,0,742.5,1.0998655010087424,0.3504311410898475,74.75633520973986,114,,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_trade_size_stealth_orderflow/large20_loose_short_1030/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_treasury_auction_pressure,all_coupon_late_reversal_long_1430,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.total_combinations_tested=3 expected {'valid_parameter_combination_count': '1 fixed combo or 8-120 tunable combos'}; summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_treasury_auction_pressure/rescue_attempts/tp_min_rr_floor_rescue_1/all_coupon_late_reversal_long_1430/config.yaml,backtest-campaigns/es_treasury_auction_pressure/all_coupon_late_reversal_long_1430/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_treasury_auction_pressure/all_coupon_late_reversal_long_1430/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,3,3,0,0.0,0,0.0,0,-1452.5,0.8467827004219409,-0.3959542853739125,80.94476524132754,123,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_treasury_auction_pressure/all_coupon_late_reversal_long_1430/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_treasury_rate_shock_intraday,rate_up_short_1000,ES,1m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_treasury_rate_shock_intraday/rescue_attempts/tp_min_rr_floor_rescue_1/rate_up_short_1000/config.yaml,backtest-campaigns/es_treasury_rate_shock_intraday/rate_up_short_1000/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_treasury_rate_shock_intraday/rate_up_short_1000/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,18,18,0,0.0,0,0.0,0,-3445.0,0.6499872999745999,-0.6577564807062457,108.37846770168635,154,min_total_net_profit,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_treasury_rate_shock_intraday/rate_up_short_1000/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
es_trend_aligned_orderflow_continuation,late_day_30_60_large10_trend_flow_1430,ES,5m,tp_min_rr_rescue1,FAIL,False,limited_core_grid_test,failed,limited_core_grid_test failed: summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_trend_aligned_orderflow_continuation/rescue_attempts/tp_min_rr_floor_rescue_1/late_day_30_60_large10_trend_flow_1430/config.yaml,backtest-campaigns/es_trend_aligned_orderflow_continuation/late_day_30_60_large10_trend_flow_1430/ES/tp_min_rr_rescue1/effective_config.yaml,backtest-campaigns/es_trend_aligned_orderflow_continuation/late_day_30_60_large10_trend_flow_1430/ES/tp_min_rr_rescue1,es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny,failed,24,24,0,0.0,0,0.0,0,-220.0,0.9666919000757003,-0.09363642207897355,48.87459580960513,74,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,skipped,skipped,,,,,skipped,,,,backtest-campaigns/es_trend_aligned_orderflow_continuation/late_day_30_60_large10_trend_flow_1430/ES/tp_min_rr_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv
